product_id,category,subcategory,brand,season_tag,mrp,profit_margin_pct,supplier_name,stock_level
46,Electronics,TV,PrimeTech,Festive,8621.32,35.16,"Dora, Johal and Kakar",3357
47,Electronics,TV,PrimeTech,Festive,29922.73,25.81,Savant PLC,721
48,Electronics,Smart Watch,PrimeTech,All Season,68044.62,16.07,Uppal-Dash,2186
49,Electronics,Laptop,BharatPro,Festive,29022.97,18.85,Kant-Narayan,2507
50,Electronics,Smart Watch,BharatPro,All Season,111517.69,37.75,Prabhakar-Basak,126
51,Electronics,Smart Watch,PrimeTech,All Season,119815.31,39.86,"Bali, Biswas and Bhasin",650
52,Electronics,Laptop,PrimeTech,Festive,32191.45,37.66,Saha-Grover,613
53,Electronics,Laptop,BharatPro,Festive,34555.99,20.34,Palla-Balan,4500
54,Electronics,Mobile,PrimeTech,Festive,118070.47,33.25,"Subramanian, Lall and Solanki",4383
55,Electronics,TV,PrimeTech,Festive,36275.76,28.22,Gandhi and Sons,1150
56,Electronics,Mobile,Nova,Festive,106820.67,30.98,Hegde-Randhawa,1323
57,Electronics,Mobile,BharatPro,Festive,72777.16,30.12,Batta Inc,1717
58,Electronics,Mobile,PrimeTech,Festive,58879.56,36.69,Brahmbhatt-Chad,466
59,Electronics,TV,Zenith,Festive,99607.1,6.54,"Khurana, Garg and Saxena",2782
60,Electronics,Laptop,BharatPro,Festive,19809.05,20.46,"Pal, Sharaf and Basak",3553
61,Electronics,TV,Nova,Festive,9491.64,35.91,Pingle LLC,1271
62,Electronics,TV,BharatPro,Festive,70109.89,10.18,"Bedi, Nadig and Parikh",1094
63,Electronics,TV,BharatPro,Festive,44075.86,37.66,Kaur-Bala,376
64,Electronics,Mobile,UrbanX,Festive,82006.97,28.34,Kohli Group,2947
65,Electronics,Smart Watch,PrimeTech,All Season,90062.57,37.4,"Divan, Patel and Gokhale",1989
66,Electronics,Laptop,UrbanX,Festive,105829.24,5.87,Rajan-Dugar,2771
67,Electronics,Smart Watch,UrbanX,All Season,32383.28,32.56,Bumb LLC,935
68,Electronics,Smart Watch,Nova,All Season,103101.89,12.79,Palla-Bora,3820
69,Electronics,Mobile,BharatPro,Festive,98554.1,35.5,Hora Inc,1876
70,Electronics,TV,UrbanX,Festive,48116.68,14.75,"Ranganathan, Jha and Char",618
71,Electronics,Mobile,BharatPro,Festive,77157.07,18.99,Nori and Sons,4442
72,Electronics,Mobile,Nova,Festive,14283.34,38.96,Kala and Sons,1512
73,Electronics,Mobile,Nova,Festive,13454.1,20.21,Sidhu-Rattan,2619
74,Electronics,Smart Watch,PrimeTech,All Season,118116.18,9.05,"Kadakia, Prabhu and Hari",4773
75,Electronics,Laptop,BharatPro,Festive,5804.19,20.26,Kapur-Shankar,4309
76,Electronics,Laptop,BharatPro,Festive,52040.04,38.21,Toor-Issac,2754
77,Electronics,Mobile,Nova,Festive,86510.63,15.51,Chakrabarti Group,2583
78,Electronics,Smart Watch,BharatPro,All Season,48586.85,15.35,"Ben, Thaker and Iyengar",1092
79,Electronics,Laptop,Zenith,Festive,79959.07,18.27,Madan Inc,1475
80,Electronics,Mobile,Zenith,Festive,65978.5,5.01,"Basak, Warrior and Sura",2400
81,Electronics,Laptop,Zenith,Festive,94398.18,26.23,Devi and Sons,2689
82,Electronics,Smart Watch,Zenith,All Season,53338.1,12.48,"Kapoor, Mani and Sarkar",3926
83,Electronics,Laptop,Nova,Festive,34412.48,28.23,Yohannan PLC,2795
84,Electronics,TV,UrbanX,Festive,80899.08,12.86,Bora-Ben,1681
85,Electronics,Laptop,Nova,Festive,6022.54,39.44,Bora-Jaggi,646
86,Electronics,Smart Watch,Zenith,All Season,106393.36,25.15,Gupta PLC,3195
87,Electronics,Smart Watch,Zenith,All Season,29656.14,27.96,Virk-Iyer,95
88,Electronics,TV,Zenith,Festive,26651.52,33.14,Ramakrishnan-Nori,4293
89,Electronics,Smart Watch,Nova,All Season,67109.99,37.11,"Tailor, Choudhary and Deshmukh",1044
90,Electronics,Smart Watch,UrbanX,All Season,96269.28,28.37,Barad Ltd,4628
91,Electronics,Mobile,Zenith,Festive,73711.95,30.17,Raju-Sachdev,4185
92,Electronics,Smart Watch,PrimeTech,All Season,53786.68,10.57,Bhardwaj-Bhandari,3938
93,Electronics,Smart Watch,BharatPro,All Season,90337.33,34.4,Ghosh-Balay,2321
94,Electronics,Smart Watch,UrbanX,All Season,33314.39,7.71,Sha Ltd,2390
95,Electronics,Laptop,BharatPro,Festive,40633.78,36.26,"Nath, Sami and Sane",710
96,Electronics,Laptop,UrbanX,Festive,28135.75,29.29,"D’Alia, Raj and Nagi",1802
97,Electronics,TV,Zenith,Festive,49208.12,23.99,"Sunder, Mukherjee and Muni",3456
98,Electronics,TV,UrbanX,Festive,100030.49,18.63,More-Karan,4834
99,Electronics,TV,PrimeTech,Festive,45955.53,5.21,"Kale, Manne and Bawa",2931
100,Electronics,Mobile,Zenith,Festive,102487.03,38.37,Acharya-Sarin,3482
101,Electronics,Laptop,Zenith,Festive,26720.89,20.25,Hayre Group,287
102,Electronics,Smart Watch,BharatPro,All Season,80430.4,32.93,Subramaniam-Raman,1402
103,Electronics,Smart Watch,UrbanX,All Season,117696.28,23.69,"Sanghvi, Chander and Shan",3277
104,Electronics,TV,Nova,Festive,77308.58,9.75,Tiwari-Din,3832
105,Electronics,Laptop,Nova,Festive,31588.68,16.46,"Munshi, Deshpande and Dhingra",3774
106,Electronics,Mobile,BharatPro,Festive,91466.95,18.27,Iyengar Ltd,3503
107,Electronics,Mobile,Nova,Festive,56701.67,31.22,Butala-Balasubramanian,476
108,Electronics,Mobile,UrbanX,Festive,78192.22,32.34,Chandran-Prabhu,379
109,Electronics,TV,UrbanX,Festive,24323.6,5.71,Deol Inc,1298
110,Electronics,Laptop,UrbanX,Festive,57090.55,9.0,Das-Bobal,1835
111,Electronics,Smart Watch,BharatPro,All Season,92144.32,10.87,"Saran, Khalsa and Bora",988
112,Electronics,Laptop,BharatPro,Festive,13417.8,5.9,Gera-Kumar,2605
113,Electronics,Smart Watch,Zenith,All Season,113005.74,11.94,"Mall, Sule and Mitter",4900
114,Electronics,Laptop,Nova,Festive,83814.56,15.56,Dutta-Sabharwal,4968
115,Electronics,TV,PrimeTech,Festive,94024.92,17.15,Saini-Muni,3559
116,Electronics,Mobile,Nova,Festive,60962.31,16.94,Maharaj Ltd,3491
117,Electronics,Smart Watch,Nova,All Season,52306.05,17.68,Aggarwal Group,3816
118,Electronics,Laptop,Zenith,Festive,21548.37,23.26,"Chakraborty, Naidu and Sahota",2262
119,Electronics,Smart Watch,Zenith,All Season,52551.15,30.59,Saha Ltd,2248
120,Electronics,Mobile,UrbanX,Festive,99772.36,8.03,"Bansal, Shukla and Shukla",3742
121,Electronics,Laptop,Zenith,Festive,68597.03,28.39,"Sodhi, Dash and Bora",2805
122,Electronics,TV,Zenith,Festive,102188.86,11.36,"Ben, Merchant and Doctor",1787
123,Electronics,Mobile,BharatPro,Festive,41170.49,35.81,"Shah, Kata and Padmanabhan",2313
124,Electronics,TV,PrimeTech,Festive,113793.48,8.0,"Hayre, Divan and Palan",3379
125,Electronics,Smart Watch,PrimeTech,All Season,91100.68,29.17,Kala Ltd,4070
126,Electronics,Smart Watch,Nova,All Season,11619.88,12.76,"Jani, Vaidya and Thaman",2043
127,Electronics,Mobile,PrimeTech,Festive,44597.94,24.37,Sheth Ltd,2866
128,Electronics,Smart Watch,PrimeTech,All Season,40029.56,29.6,Luthra LLC,2269
129,Electronics,Mobile,BharatPro,Festive,28049.3,30.24,Arora-Yogi,2634
130,Electronics,TV,PrimeTech,Festive,114129.87,29.16,Sem LLC,1619
131,Electronics,Laptop,Zenith,Festive,33541.71,25.64,Dayal-Chaudry,4347
132,Electronics,Mobile,Nova,Festive,99999.09,15.37,"Dhillon, Kalita and Bhatia",3006
133,Electronics,Laptop,BharatPro,Festive,2190.73,23.69,"Padmanabhan, Bahri and Prabhakar",2297
134,Electronics,TV,Nova,Festive,66626.4,29.41,Dhar Inc,1084
135,Electronics,Smart Watch,Nova,All Season,104790.01,25.09,Johal and Sons,3895
136,Electronics,Smart Watch,Zenith,All Season,41214.36,38.79,"Rattan, Chand and Khatri",2118
137,Electronics,Smart Watch,Nova,All Season,98742.82,19.02,Mitra-Kuruvilla,656
138,Electronics,TV,UrbanX,Festive,18329.11,24.7,Bhasin LLC,2539
139,Electronics,TV,UrbanX,Festive,14654.96,31.76,Sehgal Group,4933
140,Electronics,Laptop,PrimeTech,Festive,45955.17,36.8,Bobal-Kade,2485
141,Electronics,Smart Watch,BharatPro,All Season,68451.22,7.11,Nayar-Cheema,862
142,Electronics,Laptop,UrbanX,Festive,32125.21,7.84,Bhakta Ltd,2014
143,Electronics,Laptop,PrimeTech,Festive,9470.25,5.09,Pingle-Borde,3740
144,Electronics,Smart Watch,BharatPro,All Season,4400.46,15.08,Sundaram PLC,2366
145,Electronics,Smart Watch,Nova,All Season,82642.5,37.34,Dhawan Inc,4881
146,Electronics,Laptop,Zenith,Festive,14215.77,12.87,"Gopal, Seshadri and Baral",1270
147,Electronics,Mobile,UrbanX,Festive,9033.48,10.81,"Hegde, Parikh and Ramachandran",2569
148,Electronics,Mobile,Zenith,Festive,15360.26,29.1,Chokshi LLC,3347
149,Electronics,Mobile,PrimeTech,Festive,65027.8,20.32,Kale and Sons,4949
150,Electronics,TV,Zenith,Festive,88276.8,26.13,"Sarraf, Ravel and Viswanathan",261
151,Electronics,TV,UrbanX,Festive,115448.38,34.26,Ram-Palla,4762
152,Electronics,TV,BharatPro,Festive,69361.51,31.71,"Shanker, Prakash and Narayan",1485
153,Electronics,Smart Watch,PrimeTech,All Season,78355.38,37.06,"Raja, Sarna and Seth",1536
154,Electronics,Smart Watch,Zenith,All Season,116302.1,21.45,Anne PLC,3395
155,Electronics,Mobile,BharatPro,Festive,80580.95,35.02,Hari PLC,2751
156,Electronics,Smart Watch,Zenith,All Season,34942.03,38.08,Palla-Dasgupta,4556
157,Electronics,TV,Zenith,Festive,11023.15,13.83,Pathak-Ghose,999
158,Electronics,Smart Watch,PrimeTech,All Season,99078.8,5.04,Narayanan-Ray,4494
159,Electronics,Smart Watch,Zenith,All Season,6977.39,23.15,"Gulati, Raj and Baria",4133
160,Electronics,Smart Watch,Nova,All Season,24825.21,24.22,Ramakrishnan-Ghose,2409
161,Electronics,Smart Watch,Zenith,All Season,15010.42,39.06,"Rattan, Madan and Dar",2010
162,Electronics,Laptop,BharatPro,Festive,66325.26,24.33,Khatri LLC,813
163,Electronics,Laptop,Nova,Festive,55643.02,9.11,Padmanabhan-Kulkarni,1311
164,Electronics,Smart Watch,BharatPro,All Season,61310.21,14.57,"Balakrishnan, Behl and Raval",4002
165,Electronics,Smart Watch,UrbanX,All Season,55085.98,10.06,Seth and Sons,1611
166,Electronics,Laptop,Nova,Festive,33511.56,32.65,Desai-Bhatt,3449
167,Electronics,Mobile,PrimeTech,Festive,32427.13,5.09,Koshy-Seshadri,2495
168,Electronics,Smart Watch,UrbanX,All Season,53862.41,21.95,Sarraf Group,2773
169,Electronics,Smart Watch,Zenith,All Season,111975.84,35.44,"Edwin, Apte and Badal",2006
170,Electronics,Smart Watch,UrbanX,All Season,102793.55,19.38,Buch Group,2656
171,Electronics,Smart Watch,Zenith,All Season,46636.41,28.23,Mammen LLC,1296
172,Electronics,Smart Watch,Nova,All Season,15586.43,38.79,Deshpande Inc,2769
173,Electronics,TV,Zenith,Festive,12415.55,36.87,Raval-Borah,175
174,Electronics,Laptop,Zenith,Festive,104576.49,38.95,Ganesan PLC,662
175,Electronics,Smart Watch,BharatPro,All Season,40958.07,29.24,"Goda, Chanda and Balan",707
176,Electronics,Mobile,PrimeTech,Festive,45911.12,16.08,Dhar-Wason,4047
177,Electronics,TV,PrimeTech,Festive,8676.28,27.09,Issac and Sons,2404
178,Electronics,Laptop,Nova,Festive,52359.59,8.45,Chopra-Rana,873
179,Electronics,Smart Watch,UrbanX,All Season,83433.14,36.62,Iyengar-Agate,426
180,Electronics,Mobile,Nova,Festive,35557.45,18.12,Samra Ltd,1242
181,Electronics,Laptop,PrimeTech,Festive,49740.18,28.86,Kuruvilla and Sons,1525
182,Electronics,Laptop,UrbanX,Festive,9936.72,35.48,Yohannan-Jaggi,2022
183,Electronics,Smart Watch,PrimeTech,All Season,17602.57,21.14,Venkataraman PLC,2130
184,Electronics,Smart Watch,BharatPro,All Season,80187.47,36.46,Pingle LLC,3861
185,Electronics,Mobile,PrimeTech,Festive,19378.09,20.46,Rajagopal and Sons,2880
186,Electronics,Mobile,Zenith,Festive,82992.46,20.99,Nagar Ltd,2524
187,Electronics,Laptop,Zenith,Festive,102473.59,8.73,"Bahri, Modi and Lal",3174
188,Electronics,Mobile,PrimeTech,Festive,35856.75,29.47,"Venkataraman, Kara and Pandey",229
189,Electronics,Smart Watch,BharatPro,All Season,1467.71,35.28,Kapoor-Ahluwalia,451
190,Electronics,Smart Watch,BharatPro,All Season,93201.05,13.05,Keer-Wagle,2936
191,Electronics,Laptop,UrbanX,Festive,74696.49,28.72,"Choudhury, Varma and Sunder",1170
192,Electronics,TV,Nova,Festive,37417.48,20.43,Rout LLC,4797
193,Electronics,Mobile,UrbanX,Festive,11270.94,15.33,"Salvi, Sinha and Bobal",3453
194,Electronics,Laptop,UrbanX,Festive,16293.1,23.88,Kale PLC,3047
195,Electronics,Mobile,UrbanX,Festive,31207.93,33.86,Bhatt-Loke,3997
196,Electronics,Mobile,BharatPro,Festive,96605.79,21.39,Bahl-Rajagopalan,666
197,Electronics,Laptop,UrbanX,Festive,103286.8,30.35,Natt Inc,3305
198,Electronics,Mobile,Nova,Festive,94986.5,5.49,"Sura, Dua and Rajan",4445
199,Electronics,TV,Zenith,Festive,44545.99,31.22,Kalla-Gandhi,2197
200,Electronics,Smart Watch,BharatPro,All Season,13447.36,13.18,"Barman, Kadakia and Brar",255
201,Cooling Appliances,Fan,PrimeTech,Summer,26953.38,7.21,"Thaker, Bhardwaj and Kala",3853
202,Cooling Appliances,Fan,Zenith,Summer,14442.77,6.59,"Modi, Nazareth and Hora",354
203,Cooling Appliances,Fan,Zenith,Summer,14376.4,13.22,Batta Inc,4453
204,Cooling Appliances,Cooler,Zenith,Summer,54710.43,28.47,Pillai-Tailor,4475
205,Cooling Appliances,Refrigerator,PrimeTech,Summer,89201.15,10.41,"Singhal, Thakkar and Mann",3448
206,Cooling Appliances,AC,Zenith,Summer,74070.44,37.87,"Konda, Bhasin and Suri",2341
207,Cooling Appliances,AC,BharatPro,Summer,26463.73,20.56,"Anand, Sheth and Mander",1984
208,Cooling Appliances,Fan,Nova,Summer,117720.86,17.86,Saha Inc,2988
209,Cooling Appliances,AC,Zenith,Summer,33467.83,38.89,Acharya Group,3775
210,Cooling Appliances,AC,UrbanX,Summer,77183.68,25.9,Prakash Ltd,224
211,Cooling Appliances,AC,BharatPro,Summer,29606.48,9.41,Sandal-Chatterjee,4675
212,Cooling Appliances,Cooler,Nova,Summer,99663.23,24.4,Iyer and Sons,4853
213,Cooling Appliances,Cooler,UrbanX,Summer,39762.87,10.16,"Basak, Narayanan and Shan",4932
214,Cooling Appliances,AC,BharatPro,Summer,103079.53,10.06,Shan-Batta,1114
215,Cooling Appliances,Fan,UrbanX,Summer,13636.2,35.33,"Lata, Chander and Chahal",1129
216,Cooling Appliances,AC,BharatPro,Summer,94903.17,13.33,"Sachar, Chaudhuri and Wali",2702
217,Cooling Appliances,AC,UrbanX,Summer,32211.42,9.44,Kashyap-Lalla,3498
218,Cooling Appliances,AC,Nova,Summer,57411.39,32.23,Bhandari Inc,4254
219,Cooling Appliances,AC,Zenith,Summer,60708.72,38.09,"Menon, De and Merchant",405
220,Cooling Appliances,Fan,Zenith,Summer,77379.21,6.09,Naidu and Sons,3973
221,Cooling Appliances,Refrigerator,Zenith,Summer,82488.65,22.16,Dada and Sons,3683
222,Cooling Appliances,AC,Nova,Summer,38992.36,10.19,"Chaudhry, Kurian and Dayal",1083
223,Cooling Appliances,Fan,PrimeTech,Summer,76152.67,24.19,"Dass, Balay and Buch",2713
224,Cooling Appliances,Refrigerator,PrimeTech,Summer,63901.54,20.88,"Dalal, Mander and Bail",3574
225,Cooling Appliances,AC,Nova,Summer,102408.73,27.78,"Nagar, Panchal and Bansal",4566
226,Cooling Appliances,Cooler,Zenith,Summer,54460.81,13.0,Mohanty-Kar,2826
227,Cooling Appliances,Refrigerator,Zenith,Summer,50210.76,8.33,Kumer-Singh,3546
228,Cooling Appliances,Fan,BharatPro,Summer,45228.97,10.34,Kaur Ltd,3935
229,Cooling Appliances,AC,Nova,Summer,99896.74,8.26,"Narasimhan, Chaudhary and Shere",841
230,Cooling Appliances,Fan,UrbanX,Summer,66986.3,25.53,Dara and Sons,4650
231,Cooling Appliances,Fan,Nova,Summer,49591.63,35.58,Dalal-Krishnamurthy,3514
232,Cooling Appliances,AC,BharatPro,Summer,72249.01,17.31,Brar and Sons,4784
233,Cooling Appliances,Cooler,UrbanX,Summer,78979.99,12.85,Comar Inc,936
234,Cooling Appliances,Fan,PrimeTech,Summer,44423.55,31.69,Rai-Walla,4753
235,Cooling Appliances,Cooler,Zenith,Summer,101496.04,39.11,Rastogi-Behl,4610
236,Cooling Appliances,AC,PrimeTech,Summer,111525.57,34.03,Luthra Inc,2240
237,Cooling Appliances,AC,UrbanX,Summer,33155.81,31.68,"Oak, Dugar and Uppal",2833
238,Cooling Appliances,Fan,Nova,Summer,22177.96,10.01,"Naidu, Banik and Loke",3333
239,Cooling Appliances,AC,UrbanX,Summer,89045.8,39.01,"Karpe, Shenoy and Rout",801
240,Cooling Appliances,Cooler,Zenith,Summer,50669.98,16.93,"Dash, Prakash and Hegde",3081
241,Cooling Appliances,Fan,BharatPro,Summer,93331.86,24.87,Bajwa and Sons,745
242,Cooling Appliances,AC,UrbanX,Summer,19310.48,26.62,"Shetty, Tripathi and Bawa",718
243,Cooling Appliances,Fan,Zenith,Summer,79601.67,22.0,Sachar-Mohanty,3671
244,Cooling Appliances,Refrigerator,BharatPro,Summer,26260.49,22.93,Dar-Jhaveri,2877
245,Cooling Appliances,Refrigerator,Nova,Summer,34347.95,28.75,Johal-Madan,4036
246,Cooling Appliances,Fan,Nova,Summer,26851.95,39.46,"Sarkar, Bala and Kalita",498
247,Cooling Appliances,AC,UrbanX,Summer,36519.61,12.39,Choudhury PLC,1174
248,Cooling Appliances,Fan,BharatPro,Summer,39710.62,5.27,Sura-Bora,3577
249,Cooling Appliances,Cooler,UrbanX,Summer,45934.79,29.63,"Sunder, Barad and Bahri",4148
250,Cooling Appliances,Fan,Nova,Summer,47950.01,30.97,Dhaliwal Ltd,3623
251,Cooling Appliances,AC,Zenith,Summer,110578.91,35.17,"Goyal, Thakur and Brar",4766
252,Cooling Appliances,Refrigerator,PrimeTech,Summer,48828.53,27.4,Karpe-Oak,2421
253,Cooling Appliances,AC,Zenith,Summer,2992.36,16.37,"Dewan, Mammen and Lalla",3819
254,Cooling Appliances,Fan,Nova,Summer,52687.06,8.71,"Natarajan, Ahluwalia and Sane",3619
255,Cooling Appliances,Refrigerator,PrimeTech,Summer,9898.33,35.47,Devan-Thaman,2831
256,Cooling Appliances,Cooler,BharatPro,Summer,93604.59,7.67,Trivedi-Raghavan,984
257,Cooling Appliances,Cooler,BharatPro,Summer,42456.42,38.54,"Sood, Savant and Puri",1259
258,Cooling Appliances,Cooler,Nova,Summer,18000.08,11.9,Raghavan-Aurora,4984
259,Cooling Appliances,Cooler,Nova,Summer,21668.96,32.05,"Raval, Sem and Parekh",4097
260,Cooling Appliances,Refrigerator,PrimeTech,Summer,91305.32,20.71,Nagy-Dyal,4674
261,Cooling Appliances,Fan,BharatPro,Summer,18539.41,7.39,Gandhi Group,3672
262,Cooling Appliances,Fan,BharatPro,Summer,71174.66,17.32,Lalla Group,657
263,Cooling Appliances,Fan,Zenith,Summer,54503.71,6.99,Kaul-Reddy,2401
264,Cooling Appliances,AC,Nova,Summer,73993.5,22.75,"Ravi, Walia and D’Alia",3840
265,Cooling Appliances,AC,Zenith,Summer,109131.47,25.01,"Patla, Borde and Garg",1592
266,Cooling Appliances,Fan,PrimeTech,Summer,57337.67,10.28,Shukla Ltd,556
267,Cooling Appliances,Refrigerator,Nova,Summer,97410.53,34.31,Shankar PLC,740
268,Cooling Appliances,Cooler,Nova,Summer,30105.37,20.32,Sankar PLC,3649
269,Cooling Appliances,Cooler,BharatPro,Summer,45055.81,14.9,"Chaudhari, Natt and Rege",3398
270,Cooling Appliances,Fan,PrimeTech,Summer,6757.68,27.08,Chowdhury-Parmar,2791
271,Cooling Appliances,AC,BharatPro,Summer,11793.46,28.74,Khanna-Solanki,2377
272,Cooling Appliances,Fan,PrimeTech,Summer,104856.92,16.67,Agate-Andra,4823
273,Cooling Appliances,Cooler,BharatPro,Summer,37572.69,27.96,Saha Ltd,3260
274,Cooling Appliances,Cooler,PrimeTech,Summer,85205.66,7.97,Luthra Ltd,4628
275,Cooling Appliances,Refrigerator,BharatPro,Summer,97675.58,28.45,Baria PLC,4362
276,Cooling Appliances,AC,Zenith,Summer,61264.37,5.64,Deshpande LLC,2580
277,Cooling Appliances,Cooler,UrbanX,Summer,41337.02,31.82,"Mahal, Chauhan and Randhawa",1622
278,Cooling Appliances,Cooler,UrbanX,Summer,19015.95,15.35,Dewan-Dugal,878
279,Cooling Appliances,AC,BharatPro,Summer,105228.94,26.63,Gola-Sabharwal,4942
280,Cooling Appliances,Refrigerator,UrbanX,Summer,19888.54,34.1,"Sant, Kulkarni and Naik",1406
281,Cooling Appliances,Refrigerator,Nova,Summer,49597.6,28.67,Sura-Kota,1995
282,Cooling Appliances,Refrigerator,PrimeTech,Summer,34548.89,31.2,"Sule, Jani and Sampath",3727
283,Cooling Appliances,Cooler,PrimeTech,Summer,29080.64,38.8,Iyer Inc,3892
284,Cooling Appliances,Cooler,BharatPro,Summer,81557.67,24.96,Vyas-Rout,3659
285,Cooling Appliances,Refrigerator,BharatPro,Summer,93485.82,22.6,Tata and Sons,3479
286,Cooling Appliances,Cooler,UrbanX,Summer,96250.48,9.84,"Dara, Johal and Kar",2098
287,Cooling Appliances,AC,Zenith,Summer,104956.97,24.41,Prabhu Ltd,890
288,Cooling Appliances,AC,BharatPro,Summer,10523.08,10.61,"Morar, Sibal and Bhakta",3730
289,Cooling Appliances,Cooler,Zenith,Summer,11459.77,36.87,Sama-Solanki,3745
290,Cooling Appliances,Fan,Nova,Summer,50080.18,18.88,Biswas Ltd,3113
291,Cooling Appliances,Cooler,Zenith,Summer,119345.78,18.12,"Lala, Rana and Barman",280
292,Cooling Appliances,Fan,Nova,Summer,100781.57,27.75,Kade-Chaudhuri,1246
293,Cooling Appliances,Cooler,Nova,Summer,34782.09,34.04,Chawla LLC,1186
294,Cooling Appliances,Refrigerator,Zenith,Summer,74034.12,36.71,Uppal Group,205
295,Cooling Appliances,Fan,UrbanX,Summer,100278.09,24.21,Ramanathan-Vohra,4373
296,Cooling Appliances,Refrigerator,Nova,Summer,93252.63,13.32,Bhagat-Kurian,1048
297,Cooling Appliances,AC,UrbanX,Summer,50669.15,32.79,"Toor, Walla and Vaidya",3794
298,Cooling Appliances,AC,Nova,Summer,100484.18,22.49,"Chada, Thakkar and Shenoy",4441
299,Cooling Appliances,AC,PrimeTech,Summer,69218.17,30.15,"Pillai, Brahmbhatt and Kumer",2436
300,Cooling Appliances,Refrigerator,Nova,Summer,73969.75,13.42,Karan Inc,3462
301,Cooling Appliances,Cooler,Nova,Summer,63056.4,17.62,Tank and Sons,4359
302,Cooling Appliances,AC,Zenith,Summer,104863.11,6.52,"Dua, Lal and Hayer",3219
